country_code,country_name,region,forecast_year,horizon,predicted_enrollment,lower_bound,upper_bound,model_version,scenario
BR,Brazil,Other,2028,10,39056596,35932068,42181124,v1.2.0,baseline
BR,Brazil,Other,2029,10,39056596,35932068,42181124,v1.2.0,baseline
BR,Brazil,Other,2030,10,39056596,35932068,42181124,v1.2.0,baseline
BR,Brazil,Other,2031,10,39056596,35932068,42181124,v1.2.0,baseline
BR,Brazil,Other,2032,10,39056596,35932068,42181124,v1.2.0,baseline
BR,Brazil,Other,2033,10,39056596,35932068,42181124,v1.2.0,baseline
BR,Brazil,Other,2034,10,39056596,35932068,42181124,v1.2.0,baseline
BR,Brazil,Other,2025,15,39690108,36514899,42865317,v1.2.0,baseline
BR,Brazil,Other,2026,15,39690108,36514899,42865317,v1.2.0,baseline
BR,Brazil,Other,2027,15,39690108,36514899,42865317,v1.2.0,baseline
BR,Brazil,Other,2028,15,39056596,35932068,42181124,v1.2.0,baseline
BR,Brazil,Other,2029,15,39056596,35932068,42181124,v1.2.0,baseline
BR,Brazil,Other,2030,15,39056596,35932068,42181124,v1.2.0,baseline
BR,Brazil,Other,2031,15,39056596,35932068,42181124,v1.2.0,baseline
BR,Brazil,Other,2032,15,39056596,35932068,42181124,v1.2.0,baseline
BR,Brazil,Other,2033,15,39056596,35932068,42181124,v1.2.0,baseline
BR,Brazil,Other,2034,15,39056596,35932068,42181124,v1.2.0,baseline
BR,Brazil,Other,2035,15,39056596,35932068,42181124,v1.2.0,baseline
BR,Brazil,Other,2036,15,39056596,35932068,42181124,v1.2.0,baseline
BR,Brazil,Other,2037,15,39056596,35932068,42181124,v1.2.0,baseline
BR,Brazil,Other,2038,15,39056596,35932068,42181124,v1.2.0,baseline
BR,Brazil,Other,2039,15,39056596,35932068,42181124,v1.2.0,baseline
BR,Brazil,Other,2025,5,39690108,36514899,42865317,v1.2.0,optimistic
BR,Brazil,Other,2026,5,39690108,36514899,42865317,v1.2.0,optimistic
BR,Brazil,Other,2027,5,39690108,36514899,42865317,v1.2.0,optimistic
BR,Brazil,Other,2028,5,39056596,35932068,42181124,v1.2.0,optimistic
BR,Brazil,Other,2029,5,39056596,35932068,42181124,v1.2.0,optimistic
BR,Brazil,Other,2025,10,39690108,36514899,42865317,v1.2.0,optimistic
BR,Brazil,Other,2026,10,39690108,36514899,42865317,v1.2.0,optimistic
BR,Brazil,Other,2027,10,39690108,36514899,42865317,v1.2.0,optimistic
BR,Brazil,Other,2028,10,39056596,35932068,42181124,v1.2.0,optimistic
BR,Brazil,Other,2029,10,39056596,35932068,42181124,v1.2.0,optimistic
BR,Brazil,Other,2030,10,39056596,35932068,42181124,v1.2.0,optimistic
BR,Brazil,Other,2031,10,39056596,35932068,42181124,v1.2.0,optimistic
BR,Brazil,Other,2032,10,39056596,35932068,42181124,v1.2.0,optimistic
BR,Brazil,Other,2033,10,39056596,35932068,42181124,v1.2.0,optimistic
BR,Brazil,Other,2034,10,39056596,35932068,42181124,v1.2.0,optimistic
BR,Brazil,Other,2025,15,39690108,36514899,42865317,v1.2.0,optimistic
BR,Brazil,Other,2026,15,39690108,36514899,42865317,v1.2.0,optimistic
BR,Brazil,Other,2027,15,39690108,36514899,42865317,v1.2.0,optimistic
BR,Brazil,Other,2028,15,39056596,35932068,42181124,v1.2.0,optimistic
BR,Brazil,Other,2029,15,39056596,35932068,42181124,v1.2.0,optimistic
BR,Brazil,Other,2030,15,39056596,35932068,42181124,v1.2.0,optimistic
BR,Brazil,Other,2031,15,39056596,35932068,42181124,v1.2.0,optimistic
BR,Brazil,Other,2032,15,39056596,35932068,42181124,v1.2.0,optimistic
BR,Brazil,Other,2033,15,39056596,35932068,42181124,v1.2.0,optimistic
BR,Brazil,Other,2034,15,39056596,35932068,42181124,v1.2.0,optimistic
BR,Brazil,Other,2035,15,39056596,35932068,42181124,v1.2.0,optimistic
BR,Brazil,Other,2036,15,38807196,35702620,41911772,v1.2.0,optimistic
BR,Brazil,Other,2037,15,38807196,35702620,41911772,v1.2.0,optimistic
BR,Brazil,Other,2038,15,38558036,35473393,41642679,v1.2.0,optimistic
BR,Brazil,Other,2039,15,38558036,35473393,41642679,v1.2.0,optimistic
BR,Brazil,Other,2025,5,39690108,36514899,42865317,v1.2.0,pessimistic
BR,Brazil,Other,2026,5,39690108,36514899,42865317,v1.2.0,pessimistic
BR,Brazil,Other,2027,5,39690108,36514899,42865317,v1.2.0,pessimistic
BR,Brazil,Other,2028,5,39056596,35932068,42181124,v1.2.0,pessimistic
BR,Brazil,Other,2029,5,39056596,35932068,42181124,v1.2.0,pessimistic
BR,Brazil,Other,2025,10,39690108,36514899,42865317,v1.2.0,pessimistic
BR,Brazil,Other,2026,10,39690108,36514899,42865317,v1.2.0,pessimistic
BR,Brazil,Other,2027,10,39690108,36514899,42865317,v1.2.0,pessimistic
BR,Brazil,Other,2028,10,39056596,35932068,42181124,v1.2.0,pessimistic
BR,Brazil,Other,2029,10,39056596,35932068,42181124,v1.2.0,pessimistic
BR,Brazil,Other,2030,10,39056596,35932068,42181124,v1.2.0,pessimistic
BR,Brazil,Other,2031,10,39056596,35932068,42181124,v1.2.0,pessimistic
BR,Brazil,Other,2032,10,39056596,35932068,42181124,v1.2.0,pessimistic
BR,Brazil,Other,2033,10,39056596,35932068,42181124,v1.2.0,pessimistic
BR,Brazil,Other,2034,10,39056596,35932068,42181124,v1.2.0,pessimistic
BR,Brazil,Other,2025,15,39690108,36514899,42865317,v1.2.0,pessimistic
BR,Brazil,Other,2026,15,39690108,36514899,42865317,v1.2.0,pessimistic
BR,Brazil,Other,2027,15,39690108,36514899,42865317,v1.2.0,pessimistic
BR,Brazil,Other,2028,15,39056596,35932068,42181124,v1.2.0,pessimistic
BR,Brazil,Other,2029,15,39056596,35932068,42181124,v1.2.0,pessimistic
BR,Brazil,Other,2030,15,39056596,35932068,42181124,v1.2.0,pessimistic
BR,Brazil,Other,2031,15,39056596,35932068,42181124,v1.2.0,pessimistic
BR,Brazil,Other,2032,15,39056596,35932068,42181124,v1.2.0,pessimistic
BR,Brazil,Other,2033,15,39056596,35932068,42181124,v1.2.0,pessimistic
BR,Brazil,Other,2034,15,39056596,35932068,42181124,v1.2.0,pessimistic
BR,Brazil,Other,2035,15,39056596,35932068,42181124,v1.2.0,pessimistic
BR,Brazil,Other,2036,15,39056596,35932068,42181124,v1.2.0,pessimistic
BR,Brazil,Other,2037,15,39056596,35932068,42181124,v1.2.0,pessimistic
BR,Brazil,Other,2038,15,39056596,35932068,42181124,v1.2.0,pessimistic
BR,Brazil,Other,2039,15,39056596,35932068,42181124,v1.2.0,pessimistic
BS,"Bahamas, The",Other,2025,5,63108,58060,68157,v1.2.0,baseline
BS,"Bahamas, The",Other,2026,5,63108,58060,68157,v1.2.0,baseline
BS,"Bahamas, The",Other,2027,5,72017,66256,77779,v1.2.0,baseline
BS,"Bahamas, The",Other,2028,5,72017,66256,77779,v1.2.0,baseline
BS,"Bahamas, The",Other,2029,5,72017,66256,77779,v1.2.0,baseline
BS,"Bahamas, The",Other,2025,10,63108,58060,68157,v1.2.0,baseline
BS,"Bahamas, The",Other,2026,10,63108,58060,68157,v1.2.0,baseline
BS,"Bahamas, The",Other,2027,10,72017,66256,77779,v1.2.0,baseline
BS,"Bahamas, The",Other,2028,10,72017,66256,77779,v1.2.0,baseline
BS,"Bahamas, The",Other,2029,10,72017,66256,77779,v1.2.0,baseline
BS,"Bahamas, The",Other,2030,10,72017,66256,77779,v1.2.0,baseline
BS,"Bahamas, The",Other,2031,10,72017,66256,77779,v1.2.0,baseline
BS,"Bahamas, The",Other,2032,10,72017,66256,77779,v1.2.0,baseline
BS,"Bahamas, The",Other,2033,10,72017,66256,77779,v1.2.0,baseline
BS,"Bahamas, The",Other,2034,10,72017,66256,77779,v1.2.0,baseline
BS,"Bahamas, The",Other,2025,15,63108,58060,68157,v1.2.0,baseline
BS,"Bahamas, The",Other,2026,15,63108,58060,68157,v1.2.0,baseline
BS,"Bahamas, The",Other,2027,15,72017,66256,77779,v1.2.0,baseline
BS,"Bahamas, The",Other,2028,15,72017,66256,77779,v1.2.0,baseline
BS,"Bahamas, The",Other,2029,15,72017,66256,77779,v1.2.0,baseline
BS,"Bahamas, The",Other,2030,15,72017,66256,77779,v1.2.0,baseline
BS,"Bahamas, The",Other,2031,15,72017,66256,77779,v1.2.0,baseline
BS,"Bahamas, The",Other,2032,15,72017,66256,77779,v1.2.0,baseline
BS,"Bahamas, The",Other,2033,15,72017,66256,77779,v1.2.0,baseline
BS,"Bahamas, The",Other,2034,15,72017,66256,77779,v1.2.0,baseline
BS,"Bahamas, The",Other,2035,15,72017,66256,77779,v1.2.0,baseline
BS,"Bahamas, The",Other,2036,15,72017,66256,77779,v1.2.0,baseline
BS,"Bahamas, The",Other,2037,15,72017,66256,77779,v1.2.0,baseline
BS,"Bahamas, The",Other,2038,15,72017,66256,77779,v1.2.0,baseline
BS,"Bahamas, The",Other,2039,15,72017,66256,77779,v1.2.0,baseline
BS,"Bahamas, The",Other,2025,5,63108,58060,68157,v1.2.0,optimistic
BS,"Bahamas, The",Other,2026,5,63108,58060,68157,v1.2.0,optimistic
BS,"Bahamas, The",Other,2027,5,72017,66256,77779,v1.2.0,optimistic
BS,"Bahamas, The",Other,2028,5,72017,66256,77779,v1.2.0,optimistic
BS,"Bahamas, The",Other,2029,5,72017,66256,77779,v1.2.0,optimistic
BS,"Bahamas, The",Other,2025,10,63108,58060,68157,v1.2.0,optimistic
BS,"Bahamas, The",Other,2026,10,63108,58060,68157,v1.2.0,optimistic
BS,"Bahamas, The",Other,2027,10,72017,66256,77779,v1.2.0,optimistic
BS,"Bahamas, The",Other,2028,10,72017,66256,77779,v1.2.0,optimistic
BS,"Bahamas, The",Other,2029,10,72017,66256,77779,v1.2.0,optimistic
BS,"Bahamas, The",Other,2030,10,72017,66256,77779,v1.2.0,optimistic
BS,"Bahamas, The",Other,2031,10,72017,66256,77779,v1.2.0,optimistic
BS,"Bahamas, The",Other,2032,10,72017,66256,77779,v1.2.0,optimistic
BS,"Bahamas, The",Other,2033,10,72017,66256,77779,v1.2.0,optimistic
BS,"Bahamas, The",Other,2034,10,72017,66256,77779,v1.2.0,optimistic
BS,"Bahamas, The",Other,2025,15,63108,58060,68157,v1.2.0,optimistic
BS,"Bahamas, The",Other,2026,15,63108,58060,68157,v1.2.0,optimistic
BS,"Bahamas, The",Other,2027,15,72017,66256,77779,v1.2.0,optimistic
BS,"Bahamas, The",Other,2028,15,72017,66256,77779,v1.2.0,optimistic
BS,"Bahamas, The",Other,2029,15,72017,66256,77779,v1.2.0,optimistic
BS,"Bahamas, The",Other,2030,15,72017,66256,77779,v1.2.0,optimistic
BS,"Bahamas, The",Other,2031,15,72017,66256,77779,v1.2.0,optimistic
BS,"Bahamas, The",Other,2032,15,72017,66256,77779,v1.2.0,optimistic
BS,"Bahamas, The",Other,2033,15,72017,66256,77779,v1.2.0,optimistic
BS,"Bahamas, The",Other,2034,15,72017,66256,77779,v1.2.0,optimistic
BS,"Bahamas, The",Other,2035,15,72017,66256,77779,v1.2.0,optimistic
BS,"Bahamas, The",Other,2036,15,72017,66256,77779,v1.2.0,optimistic
BS,"Bahamas, The",Other,2037,15,72017,66256,77779,v1.2.0,optimistic
BS,"Bahamas, The",Other,2038,15,72017,66256,77779,v1.2.0,optimistic
BS,"Bahamas, The",Other,2039,15,72017,66256,77779,v1.2.0,optimistic
BS,"Bahamas, The",Other,2025,5,63108,58060,68157,v1.2.0,pessimistic
BS,"Bahamas, The",Other,2026,5,63108,58060,68157,v1.2.0,pessimistic
BS,"Bahamas, The",Other,2027,5,72017,66256,77779,v1.2.0,pessimistic
BS,"Bahamas, The",Other,2028,5,72017,66256,77779,v1.2.0,pessimistic
BS,"Bahamas, The",Other,2029,5,72017,66256,77779,v1.2.0,pessimistic
BS,"Bahamas, The",Other,2025,10,63108,58060,68157,v1.2.0,pessimistic
BS,"Bahamas, The",Other,2026,10,63108,58060,68157,v1.2.0,pessimistic
BS,"Bahamas, The",Other,2027,10,72017,66256,77779,v1.2.0,pessimistic
BS,"Bahamas, The",Other,2028,10,72017,66256,77779,v1.2.0,pessimistic
BS,"Bahamas, The",Other,2029,10,72017,66256,77779,v1.2.0,pessimistic
BS,"Bahamas, The",Other,2030,10,72017,66256,77779,v1.2.0,pessimistic
BS,"Bahamas, The",Other,2031,10,72017,66256,77779,v1.2.0,pessimistic
BS,"Bahamas, The",Other,2032,10,72017,66256,77779,v1.2.0,pessimistic
BS,"Bahamas, The",Other,2033,10,72017,66256,77779,v1.2.0,pessimistic
BS,"Bahamas, The",Other,2034,10,72017,66256,77779,v1.2.0,pessimistic
BS,"Bahamas, The",Other,2025,15,63108,58060,68157,v1.2.0,pessimistic
BS,"Bahamas, The",Other,2026,15,63108,58060,68157,v1.2.0,pessimistic
BS,"Bahamas, The",Other,2027,15,72017,66256,77779,v1.2.0,pessimistic
BS,"Bahamas, The",Other,2028,15,72017,66256,77779,v1.2.0,pessimistic
BS,"Bahamas, The",Other,2029,15,72017,66256,77779,v1.2.0,pessimistic
BS,"Bahamas, The",Other,2030,15,72017,66256,77779,v1.2.0,pessimistic
BS,"Bahamas, The",Other,2031,15,72017,66256,77779,v1.2.0,pessimistic
BS,"Bahamas, The",Other,2032,15,72017,66256,77779,v1.2.0,pessimistic
BS,"Bahamas, The",Other,2033,15,72017,66256,77779,v1.2.0,pessimistic
BS,"Bahamas, The",Other,2034,15,72017,66256,77779,v1.2.0,pessimistic
BS,"Bahamas, The",Other,2035,15,72017,66256,77779,v1.2.0,pessimistic
BS,"Bahamas, The",Other,2036,15,72017,66256,77779,v1.2.0,pessimistic
BS,"Bahamas, The",Other,2037,15,72017,66256,77779,v1.2.0,pessimistic
BS,"Bahamas, The",Other,2038,15,72017,66256,77779,v1.2.0,pessimistic
BS,"Bahamas, The",Other,2039,15,72017,66256,77779,v1.2.0,pessimistic
BT,Bhutan,Other,2025,5,132111,121542,142680,v1.2.0,baseline
BT,Bhutan,Other,2026,5,124776,114794,134758,v1.2.0,baseline
BT,Bhutan,Other,2027,5,124776,114794,134758,v1.2.0,baseline
BT,Bhutan,Other,2028,5,124776,114794,134758,v1.2.0,baseline
BT,Bhutan,Other,2029,5,124776,114794,134758,v1.2.0,baseline
BT,Bhutan,Other,2025,10,132111,121542,142680,v1.2.0,baseline
BT,Bhutan,Other,2026,10,124776,114794,134758,v1.2.0,baseline
BT,Bhutan,Other,2027,10,124776,114794,134758,v1.2.0,baseline
BT,Bhutan,Other,2028,10,124776,114794,134758,v1.2.0,baseline
BT,Bhutan,Other,2029,10,124776,114794,134758,v1.2.0,baseline
BT,Bhutan,Other,2030,10,124776,114794,134758,v1.2.0,baseline
BT,Bhutan,Other,2031,10,124776,114794,134758,v1.2.0,baseline
BT,Bhutan,Other,2032,10,124776,114794,134758,v1.2.0,baseline
BT,Bhutan,Other,2033,10,124776,114794,134758,v1.2.0,baseline
BT,Bhutan,Other,2034,10,124776,114794,134758,v1.2.0,baseline
BT,Bhutan,Other,2025,15,132111,121542,142680,v1.2.0,baseline
BT,Bhutan,Other,2026,15,124776,114794,134758,v1.2.0,baseline
BT,Bhutan,Other,2027,15,124776,114794,134758,v1.2.0,baseline
BT,Bhutan,Other,2028,15,124776,114794,134758,v1.2.0,baseline
BT,Bhutan,Other,2029,15,124776,114794,134758,v1.2.0,baseline
BT,Bhutan,Other,2030,15,124776,114794,134758,v1.2.0,baseline
BT,Bhutan,Other,2031,15,124776,114794,134758,v1.2.0,baseline
BT,Bhutan,Other,2032,15,124776,114794,134758,v1.2.0,baseline
BT,Bhutan,Other,2033,15,124776,114794,134758,v1.2.0,baseline
BT,Bhutan,Other,2034,15,124776,114794,134758,v1.2.0,baseline
BT,Bhutan,Other,2035,15,124776,114794,134758,v1.2.0,baseline
BT,Bhutan,Other,2036,15,124776,114794,134758,v1.2.0,baseline
BT,Bhutan,Other,2037,15,124776,114794,134758,v1.2.0,baseline
BT,Bhutan,Other,2038,15,124776,114794,134758,v1.2.0,baseline
BT,Bhutan,Other,2039,15,124776,114794,134758,v1.2.0,baseline
BT,Bhutan,Other,2025,5,119720,110143,129298,v1.2.0,optimistic
BT,Bhutan,Other,2026,5,112385,103394,121376,v1.2.0,optimistic
BT,Bhutan,Other,2027,5,112385,103394,121376,v1.2.0,optimistic
BT,Bhutan,Other,2028,5,112385,103394,121376,v1.2.0,optimistic
BT,Bhutan,Other,2029,5,112385,103394,121376,v1.2.0,optimistic
BT,Bhutan,Other,2025,10,119720,110143,129298,v1.2.0,optimistic
BT,Bhutan,Other,2026,10,112385,103394,121376,v1.2.0,optimistic
BT,Bhutan,Other,2027,10,112385,103394,121376,v1.2.0,optimistic
BT,Bhutan,Other,2028,10,112385,103394,121376,v1.2.0,optimistic
BT,Bhutan,Other,2029,10,112385,103394,121376,v1.2.0,optimistic
BT,Bhutan,Other,2030,10,112385,103394,121376,v1.2.0,optimistic
BT,Bhutan,Other,2031,10,112385,103394,121376,v1.2.0,optimistic
BT,Bhutan,Other,2032,10,112385,103394,121376,v1.2.0,optimistic
BT,Bhutan,Other,2033,10,112385,103394,121376,v1.2.0,optimistic
BT,Bhutan,Other,2034,10,112385,103394,121376,v1.2.0,optimistic
BT,Bhutan,Other,2025,15,119720,110143,129298,v1.2.0,optimistic
BT,Bhutan,Other,2026,15,112385,103394,121376,v1.2.0,optimistic
BT,Bhutan,Other,2027,15,112385,103394,121376,v1.2.0,optimistic
BT,Bhutan,Other,2028,15,112385,103394,121376,v1.2.0,optimistic
BT,Bhutan,Other,2029,15,112385,103394,121376,v1.2.0,optimistic
BT,Bhutan,Other,2030,15,112385,103394,121376,v1.2.0,optimistic
BT,Bhutan,Other,2031,15,112385,103394,121376,v1.2.0,optimistic
BT,Bhutan,Other,2032,15,112385,103394,121376,v1.2.0,optimistic
BT,Bhutan,Other,2033,15,112385,103394,121376,v1.2.0,optimistic
BT,Bhutan,Other,2034,15,112385,103394,121376,v1.2.0,optimistic
BT,Bhutan,Other,2035,15,112385,103394,121376,v1.2.0,optimistic
BT,Bhutan,Other,2036,15,112385,103394,121376,v1.2.0,optimistic
BT,Bhutan,Other,2037,15,112385,103394,121376,v1.2.0,optimistic
BT,Bhutan,Other,2038,15,112385,103394,121376,v1.2.0,optimistic
BT,Bhutan,Other,2039,15,112385,103394,121376,v1.2.0,optimistic
BT,Bhutan,Other,2025,5,132111,121542,142680,v1.2.0,pessimistic
BT,Bhutan,Other,2026,5,124776,114794,134758,v1.2.0,pessimistic
BT,Bhutan,Other,2027,5,124776,114794,134758,v1.2.0,pessimistic
BT,Bhutan,Other,2028,5,124776,114794,134758,v1.2.0,pessimistic
BT,Bhutan,Other,2029,5,124776,114794,134758,v1.2.0,pessimistic
BT,Bhutan,Other,2025,10,132111,121542,142680,v1.2.0,pessimistic
BT,Bhutan,Other,2026,10,124776,114794,134758,v1.2.0,pessimistic
BT,Bhutan,Other,2027,10,124776,114794,134758,v1.2.0,pessimistic
BT,Bhutan,Other,2028,10,124776,114794,134758,v1.2.0,pessimistic
BT,Bhutan,Other,2029,10,124776,114794,134758,v1.2.0,pessimistic
BT,Bhutan,Other,2030,10,124776,114794,134758,v1.2.0,pessimistic
BT,Bhutan,Other,2031,10,124776,114794,134758,v1.2.0,pessimistic
BT,Bhutan,Other,2032,10,124776,114794,134758,v1.2.0,pessimistic
BT,Bhutan,Other,2033,10,124776,114794,134758,v1.2.0,pessimistic
BT,Bhutan,Other,2034,10,124776,114794,134758,v1.2.0,pessimistic
BT,Bhutan,Other,2025,15,132111,121542,142680,v1.2.0,pessimistic
BT,Bhutan,Other,2026,15,124776,114794,134758,v1.2.0,pessimistic
BT,Bhutan,Other,2027,15,124776,114794,134758,v1.2.0,pessimistic
BT,Bhutan,Other,2028,15,124776,114794,134758,v1.2.0,pessimistic
BT,Bhutan,Other,2029,15,124776,114794,134758,v1.2.0,pessimistic
BT,Bhutan,Other,2030,15,124776,114794,134758,v1.2.0,pessimistic
BT,Bhutan,Other,2031,15,124776,114794,134758,v1.2.0,pessimistic
BT,Bhutan,Other,2032,15,124776,114794,134758,v1.2.0,pessimistic
BT,Bhutan,Other,2033,15,124776,114794,134758,v1.2.0,pessimistic
BT,Bhutan,Other,2034,15,124776,114794,134758,v1.2.0,pessimistic
BT,Bhutan,Other,2035,15,124776,114794,134758,v1.2.0,pessimistic
BT,Bhutan,Other,2036,15,124776,114794,134758,v1.2.0,pessimistic
BT,Bhutan,Other,2037,15,124776,114794,134758,v1.2.0,pessimistic
BT,Bhutan,Other,2038,15,120321,110695,129946,v1.2.0,pessimistic
BT,Bhutan,Other,2039,15,139161,128028,150294,v1.2.0,pessimistic
BW,Botswana,Other,2025,5,394170,362636,425704,v1.2.0,baseline
BW,Botswana,Other,2026,5,452559,416354,488763,v1.2.0,baseline
BW,Botswana,Other,2027,5,452559,416354,488763,v1.2.0,baseline
BW,Botswana,Other,2028,5,469590,432023,507157,v1.2.0,baseline
BW,Botswana,Other,2029,5,481044,442561,519528,v1.2.0,baseline
BW,Botswana,Other,2025,10,394170,362636,425704,v1.2.0,baseline
BW,Botswana,Other,2026,10,452559,416354,488763,v1.2.0,baseline
BW,Botswana,Other,2027,10,452559,416354,488763,v1.2.0,baseline
BW,Botswana,Other,2028,10,469590,432023,507157,v1.2.0,baseline
BW,Botswana,Other,2029,10,481044,442561,519528,v1.2.0,baseline
BW,Botswana,Other,2030,10,481044,442561,519528,v1.2.0,baseline
BW,Botswana,Other,2031,10,481044,442561,519528,v1.2.0,baseline
BW,Botswana,Other,2032,10,517246,475866,558625,v1.2.0,baseline
BW,Botswana,Other,2033,10,549934,505939,593928,v1.2.0,baseline
BW,Botswana,Other,2034,10,613362,564293,662431,v1.2.0,baseline
BW,Botswana,Other,2025,15,394170,362636,425704,v1.2.0,baseline
BW,Botswana,Other,2026,15,452559,416354,488763,v1.2.0,baseline
BW,Botswana,Other,2027,15,452559,416354,488763,v1.2.0,baseline
BW,Botswana,Other,2028,15,469590,432023,507157,v1.2.0,baseline
BW,Botswana,Other,2029,15,481044,442561,519528,v1.2.0,baseline
BW,Botswana,Other,2030,15,481044,442561,519528,v1.2.0,baseline
BW,Botswana,Other,2031,15,481044,442561,519528,v1.2.0,baseline
BW,Botswana,Other,2032,15,517246,475866,558625,v1.2.0,baseline
BW,Botswana,Other,2033,15,549934,505939,593928,v1.2.0,baseline
BW,Botswana,Other,2034,15,613362,564293,662431,v1.2.0,baseline
BW,Botswana,Other,2035,15,613362,564293,662431,v1.2.0,baseline
BW,Botswana,Other,2036,15,613362,564293,662431,v1.2.0,baseline
BW,Botswana,Other,2037,15,620478,570840,670117,v1.2.0,baseline
BW,Botswana,Other,2038,15,620478,570840,670117,v1.2.0,baseline
BW,Botswana,Other,2039,15,620478,570840,670117,v1.2.0,baseline
BW,Botswana,Other,2025,5,394170,362636,425704,v1.2.0,optimistic
BW,Botswana,Other,2026,5,452559,416354,488763,v1.2.0,optimistic
BW,Botswana,Other,2027,5,452559,416354,488763,v1.2.0,optimistic
BW,Botswana,Other,2028,5,469590,432023,507157,v1.2.0,optimistic
BW,Botswana,Other,2029,5,481044,442561,519528,v1.2.0,optimistic
BW,Botswana,Other,2025,10,394170,362636,425704,v1.2.0,optimistic
BW,Botswana,Other,2026,10,452559,416354,488763,v1.2.0,optimistic
BW,Botswana,Other,2027,10,452559,416354,488763,v1.2.0,optimistic
BW,Botswana,Other,2028,10,469590,432023,507157,v1.2.0,optimistic
BW,Botswana,Other,2029,10,481044,442561,519528,v1.2.0,optimistic
BW,Botswana,Other,2030,10,481044,442561,519528,v1.2.0,optimistic
BW,Botswana,Other,2031,10,481044,442561,519528,v1.2.0,optimistic
BW,Botswana,Other,2032,10,517246,475866,558625,v1.2.0,optimistic
BW,Botswana,Other,2033,10,549934,505939,593928,v1.2.0,optimistic
BW,Botswana,Other,2034,10,613362,564293,662431,v1.2.0,optimistic
BW,Botswana,Other,2025,15,394170,362636,425704,v1.2.0,optimistic
BW,Botswana,Other,2026,15,452559,416354,488763,v1.2.0,optimistic
BW,Botswana,Other,2027,15,452559,416354,488763,v1.2.0,optimistic
BW,Botswana,Other,2028,15,469590,432023,507157,v1.2.0,optimistic
BW,Botswana,Other,2029,15,481044,442561,519528,v1.2.0,optimistic
BW,Botswana,Other,2030,15,481044,442561,519528,v1.2.0,optimistic
BW,Botswana,Other,2031,15,481044,442561,519528,v1.2.0,optimistic
BW,Botswana,Other,2032,15,517246,475866,558625,v1.2.0,optimistic
BW,Botswana,Other,2033,15,549934,505939,593928,v1.2.0,optimistic
BW,Botswana,Other,2034,15,613362,564293,662431,v1.2.0,optimistic
BW,Botswana,Other,2035,15,613362,564293,662431,v1.2.0,optimistic
BW,Botswana,Other,2036,15,613362,564293,662431,v1.2.0,optimistic
BW,Botswana,Other,2037,15,620478,570840,670117,v1.2.0,optimistic
BW,Botswana,Other,2038,15,620478,570840,670117,v1.2.0,optimistic
BW,Botswana,Other,2039,15,620478,570840,670117,v1.2.0,optimistic
BW,Botswana,Other,2025,5,394170,362636,425704,v1.2.0,pessimistic
BW,Botswana,Other,2026,5,452559,416354,488763,v1.2.0,pessimistic
BW,Botswana,Other,2027,5,452559,416354,488763,v1.2.0,pessimistic
BW,Botswana,Other,2028,5,469590,432023,507157,v1.2.0,pessimistic
BW,Botswana,Other,2029,5,481044,442561,519528,v1.2.0,pessimistic
BW,Botswana,Other,2025,10,394170,362636,425704,v1.2.0,pessimistic
BW,Botswana,Other,2026,10,452559,416354,488763,v1.2.0,pessimistic
BW,Botswana,Other,2027,10,452559,416354,488763,v1.2.0,pessimistic
BW,Botswana,Other,2028,10,469590,432023,507157,v1.2.0,pessimistic
BW,Botswana,Other,2029,10,481044,442561,519528,v1.2.0,pessimistic
BW,Botswana,Other,2030,10,481044,442561,519528,v1.2.0,pessimistic
BW,Botswana,Other,2031,10,481044,442561,519528,v1.2.0,pessimistic
BW,Botswana,Other,2032,10,517246,475866,558625,v1.2.0,pessimistic
BW,Botswana,Other,2033,10,549934,505939,593928,v1.2.0,pessimistic
BW,Botswana,Other,2034,10,613362,564293,662431,v1.2.0,pessimistic
BW,Botswana,Other,2025,15,394170,362636,425704,v1.2.0,pessimistic
BW,Botswana,Other,2026,15,452559,416354,488763,v1.2.0,pessimistic
